Sample,CARD Short name,Donor,Milieu,Tissue
ODIWGS01,Mrx,OD8,Lumen,Duodenum
ODIWGS02,CRP,OD2,Mucosa,DescendingColon
ODIWGS04,tet(M),OD3,Lumen,AscendingColon
ODIWGS04,TEM-126,OD3,Lumen,AscendingColon
ODIWGS04,mdtO,OD3,Lumen,AscendingColon
ODIWGS04,qacE,OD3,Lumen,AscendingColon
ODIWGS04,mdtB,OD3,Lumen,AscendingColon
ODIWGS04,CblA-1,OD3,Lumen,AscendingColon
ODIWGS04,emrB,OD3,Lumen,AscendingColon
ODIWGS04,TolC,OD3,Lumen,AscendingColon
ODIWGS04,mdtC,OD3,Lumen,AscendingColon
ODIWGS04,ErmF,OD3,Lumen,AscendingColon
ODIWGS04,mdtE,OD3,Lumen,AscendingColon
ODIWGS04,aadS,OD3,Lumen,AscendingColon
ODIWGS04,cph,OD3,Lumen,AscendingColon
ODIWGS04,tet(X5),OD3,Lumen,AscendingColon
ODIWGS04,marA,OD3,Lumen,AscendingColon
ODIWGS04,qacL,OD3,Lumen,AscendingColon
ODIWGS04,mdtF,OD3,Lumen,AscendingColon
ODIWGS04,cpxA,OD3,Lumen,AscendingColon
ODIWGS04,tet(44),OD3,Lumen,AscendingColon
ODIWGS04,tet(O/M/O),OD3,Lumen,AscendingColon
ODIWGS04,ugd,OD3,Lumen,AscendingColon
ODIWGS04,tet(W/N/W),OD3,Lumen,AscendingColon
ODIWGS04,tet(W),OD3,Lumen,AscendingColon
ODIWGS04,msbA,OD3,Lumen,AscendingColon
ODIWGS04,tet(X3),OD3,Lumen,AscendingColon
ODIWGS04,Mef(En2),OD3,Lumen,AscendingColon
ODIWGS04,tet(37),OD3,Lumen,AscendingColon
ODIWGS04,mefH,OD3,Lumen,AscendingColon
ODIWGS04,acrD,OD3,Lumen,AscendingColon
ODIWGS04,AAC(6')-Ib7,OD3,Lumen,AscendingColon
ODIWGS04,tet(Q),OD3,Lumen,AscendingColon
ODIWGS04,lnuC,OD3,Lumen,AscendingColon
ODIWGS04,eptA,OD3,Lumen,AscendingColon
ODIWGS04,sul2,OD3,Lumen,AscendingColon
ODIWGS04,abeS,OD3,Lumen,AscendingColon
ODIWGS04,dfrF,OD3,Lumen,AscendingColon
ODIWGS04,tet(O/W),OD3,Lumen,AscendingColon
ODIWGS04,baeR,OD3,Lumen,AscendingColon
ODIWGS04,AcrF,OD3,Lumen,AscendingColon
ODIWGS04,CRP,OD3,Lumen,AscendingColon
ODIWGS04,emrY,OD3,Lumen,AscendingColon
ODIWGS04,AcrS,OD3,Lumen,AscendingColon
ODIWGS04,tet(32),OD3,Lumen,AscendingColon
ODIWGS04,APH(6)-Id,OD3,Lumen,AscendingColon
ODIWGS04,tet(40),OD3,Lumen,AscendingColon
ODIWGS04,mdtG,OD3,Lumen,AscendingColon
ODIWGS04,evgA,OD3,Lumen,AscendingColon
ODIWGS04,Ecol_acrA,OD3,Lumen,AscendingColon
ODIWGS04,mdtN,OD3,Lumen,AscendingColon
ODIWGS04,leuO,OD3,Lumen,AscendingColon
ODIWGS04,CfxA2,OD3,Lumen,AscendingColon
ODIWGS04,vanU_in_vanG_cl,OD3,Lumen,AscendingColon
ODIWGS04,evgS,OD3,Lumen,AscendingColon
ODIWGS04,tet(X4),OD3,Lumen,AscendingColon
ODIWGS04,PmrF,OD3,Lumen,AscendingColon
ODIWGS04,tet(O/W/32/O),OD3,Lumen,AscendingColon
ODIWGS04,emrR,OD3,Lumen,AscendingColon
ODIWGS04,tet(X),OD3,Lumen,AscendingColon
ODIWGS04,emrK,OD3,Lumen,AscendingColon
ODIWGS04,EC-13,OD3,Lumen,AscendingColon
ODIWGS04,tet(X1),OD3,Lumen,AscendingColon
ODIWGS04,APH(3'')-Ib,OD3,Lumen,AscendingColon
ODIWGS04,mdtP,OD3,Lumen,AscendingColon
ODIWGS04,YojI,OD3,Lumen,AscendingColon
ODIWGS04,bacA,OD3,Lumen,AscendingColon
ODIWGS04,acrB,OD3,Lumen,AscendingColon
ODIWGS04,rsmA,OD3,Lumen,AscendingColon
ODIWGS04,aad(6),OD3,Lumen,AscendingColon
ODIWGS04,tet(O),OD3,Lumen,AscendingColon
ODIWGS04,gadW,OD3,Lumen,AscendingColon
ODIWGS04,Kpne_KpnF,OD3,Lumen,AscendingColon
ODIWGS04,AcrE,OD3,Lumen,AscendingColon
ODIWGS04,APH(3')-IIIa,OD3,Lumen,AscendingColon
ODIWGS04,cepA,OD3,Lumen,AscendingColon
ODIWGS04,emrA,OD3,Lumen,AscendingColon
ODIWGS04,tet(O/32/O),OD3,Lumen,AscendingColon
ODIWGS04,mphA,OD3,Lumen,AscendingColon
ODIWGS04,Mrx,OD3,Lumen,AscendingColon
ODIWGS04,YajC,OD3,Lumen,AscendingColon
ODIWGS04,mdtH,OD3,Lumen,AscendingColon
ODIWGS04,H-NS,OD3,Lumen,AscendingColon
ODIWGS04,tet(B),OD3,Lumen,AscendingColon
ODIWGS05,TolC,OD7,Mucosa,AscendingColon
ODIWGS05,aadS,OD7,Mucosa,AscendingColon
ODIWGS05,mdtF,OD7,Mucosa,AscendingColon
ODIWGS05,cpxA,OD7,Mucosa,AscendingColon
ODIWGS05,tet(44),OD7,Mucosa,AscendingColon
ODIWGS05,tet(W/N/W),OD7,Mucosa,AscendingColon
ODIWGS05,tet(W),OD7,Mucosa,AscendingColon
ODIWGS05,tet(37),OD7,Mucosa,AscendingColon
ODIWGS05,tet(Q),OD7,Mucosa,AscendingColon
ODIWGS05,Bado_rpoB_RIF,OD7,Mucosa,AscendingColon
ODIWGS05,lmrD,OD7,Mucosa,AscendingColon
ODIWGS05,tet(32),OD7,Mucosa,AscendingColon
ODIWGS05,tet(40),OD7,Mucosa,AscendingColon
ODIWGS05,Ecol_acrA,OD7,Mucosa,AscendingColon
ODIWGS05,evgS,OD7,Mucosa,AscendingColon
ODIWGS05,tet(O/W/32/O),OD7,Mucosa,AscendingColon
ODIWGS05,tet(X),OD7,Mucosa,AscendingColon
ODIWGS05,ykkC,OD7,Mucosa,AscendingColon
ODIWGS05,tet(X1),OD7,Mucosa,AscendingColon
ODIWGS05,bacA,OD7,Mucosa,AscendingColon
ODIWGS05,acrB,OD7,Mucosa,AscendingColon
ODIWGS05,tet(O),OD7,Mucosa,AscendingColon
ODIWGS05,mphA,OD7,Mucosa,AscendingColon
ODIWGS05,Mrx,OD7,Mucosa,AscendingColon
ODIWGS07,ANT(4')-Ib,OD4,Lumen,AscendingColon
ODIWGS08,vanU_in_vanG_cl,OD1,Mucosa,DescendingColon
ODIWGS08,tet(Q),OD1,Mucosa,DescendingColon
ODIWGS08,tet(X1),OD1,Mucosa,DescendingColon
ODIWGS09,tet(M),OD9,Lumen,AscendingColon
ODIWGS09,mdtO,OD9,Lumen,AscendingColon
ODIWGS09,qacE,OD9,Lumen,AscendingColon
ODIWGS09,Kpne_KpnE,OD9,Lumen,AscendingColon
ODIWGS09,vanV_in_vanB_cl,OD9,Lumen,AscendingColon
ODIWGS09,TolC,OD9,Lumen,AscendingColon
ODIWGS09,mdtE,OD9,Lumen,AscendingColon
ODIWGS09,tetB(60),OD9,Lumen,AscendingColon
ODIWGS09,qacL,OD9,Lumen,AscendingColon
ODIWGS09,mdtF,OD9,Lumen,AscendingColon
ODIWGS09,cpxA,OD9,Lumen,AscendingColon
ODIWGS09,tet(O/M/O),OD9,Lumen,AscendingColon
ODIWGS09,tet(W/N/W),OD9,Lumen,AscendingColon
ODIWGS09,tet(W),OD9,Lumen,AscendingColon
ODIWGS09,msbA,OD9,Lumen,AscendingColon
ODIWGS09,tet(37),OD9,Lumen,AscendingColon
ODIWGS09,dfrA22,OD9,Lumen,AscendingColon
ODIWGS09,mefH,OD9,Lumen,AscendingColon
ODIWGS09,acrD,OD9,Lumen,AscendingColon
ODIWGS09,lnuC,OD9,Lumen,AscendingColon
ODIWGS09,eptA,OD9,Lumen,AscendingColon
ODIWGS09,Paer_emrE,OD9,Lumen,AscendingColon
ODIWGS09,sul2,OD9,Lumen,AscendingColon
ODIWGS09,dfrF,OD9,Lumen,AscendingColon
ODIWGS09,tet(O/W),OD9,Lumen,AscendingColon
ODIWGS09,AcrF,OD9,Lumen,AscendingColon
ODIWGS09,CRP,OD9,Lumen,AscendingColon
ODIWGS09,tetB(P),OD9,Lumen,AscendingColon
ODIWGS09,emrY,OD9,Lumen,AscendingColon
ODIWGS09,tet(32),OD9,Lumen,AscendingColon
ODIWGS09,APH(6)-Id,OD9,Lumen,AscendingColon
ODIWGS09,mdtG,OD9,Lumen,AscendingColon
ODIWGS09,Ecol_acrA,OD9,Lumen,AscendingColon
ODIWGS09,dfrA26,OD9,Lumen,AscendingColon
ODIWGS09,mdtN,OD9,Lumen,AscendingColon
ODIWGS09,leuO,OD9,Lumen,AscendingColon
ODIWGS09,vanU_in_vanG_cl,OD9,Lumen,AscendingColon
ODIWGS09,evgS,OD9,Lumen,AscendingColon
ODIWGS09,AAC6_Ie_APH2_Ia,OD9,Lumen,AscendingColon
ODIWGS09,PmrF,OD9,Lumen,AscendingColon
ODIWGS09,tet(O/W/32/O),OD9,Lumen,AscendingColon
ODIWGS09,emrK,OD9,Lumen,AscendingColon
ODIWGS09,APH(3'')-Ib,OD9,Lumen,AscendingColon
ODIWGS09,mdtP,OD9,Lumen,AscendingColon
ODIWGS09,qacH,OD9,Lumen,AscendingColon
ODIWGS09,Ecol_emrE,OD9,Lumen,AscendingColon
ODIWGS09,ykkD,OD9,Lumen,AscendingColon
ODIWGS09,acrB,OD9,Lumen,AscendingColon
ODIWGS09,tet(O),OD9,Lumen,AscendingColon
ODIWGS09,gadW,OD9,Lumen,AscendingColon
ODIWGS09,Kpne_KpnF,OD9,Lumen,AscendingColon
ODIWGS09,RbpA,OD9,Lumen,AscendingColon
ODIWGS09,tet(O/32/O),OD9,Lumen,AscendingColon
ODIWGS09,ErmB,OD9,Lumen,AscendingColon
ODIWGS09,H-NS,OD9,Lumen,AscendingColon
ODIWGS09,ErmX,OD9,Lumen,AscendingColon
ODIWGS10,tet(M),OD1,Lumen,Ileum
ODIWGS10,vanV_in_vanB_cl,OD1,Lumen,Ileum
ODIWGS10,TolC,OD1,Lumen,Ileum
ODIWGS10,tetB(60),OD1,Lumen,Ileum
ODIWGS10,qacL,OD1,Lumen,Ileum
ODIWGS10,tet(O/M/O),OD1,Lumen,Ileum
ODIWGS10,tet(W/N/W),OD1,Lumen,Ileum
ODIWGS10,tet(W),OD1,Lumen,Ileum
ODIWGS10,tet(37),OD1,Lumen,Ileum
ODIWGS10,acrD,OD1,Lumen,Ileum
ODIWGS10,Paer_emrE,OD1,Lumen,Ileum
ODIWGS10,sul2,OD1,Lumen,Ileum
ODIWGS10,dfrF,OD1,Lumen,Ileum
ODIWGS10,tet(32),OD1,Lumen,Ileum
ODIWGS10,APH(6)-Id,OD1,Lumen,Ileum
ODIWGS10,tet(40),OD1,Lumen,Ileum
ODIWGS10,mdtG,OD1,Lumen,Ileum
ODIWGS10,Ecol_acrA,OD1,Lumen,Ileum
ODIWGS10,dfrA26,OD1,Lumen,Ileum
ODIWGS10,tet(S),OD1,Lumen,Ileum
ODIWGS10,vanU_in_vanG_cl,OD1,Lumen,Ileum
ODIWGS10,AAC6_Ie_APH2_Ia,OD1,Lumen,Ileum
ODIWGS10,tet(O/W/32/O),OD1,Lumen,Ileum
ODIWGS10,mdtP,OD1,Lumen,Ileum
ODIWGS10,qacH,OD1,Lumen,Ileum
ODIWGS10,acrB,OD1,Lumen,Ileum
ODIWGS10,rsmA,OD1,Lumen,Ileum
ODIWGS10,tet(O),OD1,Lumen,Ileum
ODIWGS10,Kpne_KpnF,OD1,Lumen,Ileum
ODIWGS10,RbpA,OD1,Lumen,Ileum
ODIWGS10,dfrA3,OD1,Lumen,Ileum
ODIWGS10,tet(O/32/O),OD1,Lumen,Ileum
ODIWGS10,ErmB,OD1,Lumen,Ileum
ODIWGS10,ErmX,OD1,Lumen,Ileum
ODIWGS11,OXA-18,OD5,Mucosa,AscendingColon
ODIWGS12,MexI,OD2,Lumen,Ileum
ODIWGS12,mdtO,OD2,Lumen,Ileum
ODIWGS12,MuxB,OD2,Lumen,Ileum
ODIWGS12,tet(W),OD2,Lumen,Ileum
ODIWGS12,msbA,OD2,Lumen,Ileum
ODIWGS12,LlmA_23S_CLI,OD2,Lumen,Ileum
ODIWGS12,APH(3')-Vb,OD2,Lumen,Ileum
ODIWGS12,mefH,OD2,Lumen,Ileum
ODIWGS12,dfrF,OD2,Lumen,Ileum
ODIWGS12,tet(O/W),OD2,Lumen,Ileum
ODIWGS12,CRP,OD2,Lumen,Ileum
ODIWGS12,APH(6)-Id,OD2,Lumen,Ileum
ODIWGS12,evgA,OD2,Lumen,Ileum
ODIWGS12,tet(O/W/32/O),OD2,Lumen,Ileum
ODIWGS12,APH(3'')-Ib,OD2,Lumen,Ileum
ODIWGS12,rsmA,OD2,Lumen,Ileum
ODIWGS12,tet(O),OD2,Lumen,Ileum
ODIWGS12,Mrx,OD2,Lumen,Ileum
ODIWGS13,mdtO,OD2,Mucosa,Ileum
ODIWGS13,mdtB,OD2,Mucosa,Ileum
ODIWGS13,emrB,OD2,Mucosa,Ileum
ODIWGS13,TolC,OD2,Mucosa,Ileum
ODIWGS13,mdtF,OD2,Mucosa,Ileum
ODIWGS13,cpxA,OD2,Mucosa,Ileum
ODIWGS13,tet(W),OD2,Mucosa,Ileum
ODIWGS13,msbA,OD2,Mucosa,Ileum
ODIWGS13,Mef(En2),OD2,Mucosa,Ileum
ODIWGS13,tet(37),OD2,Mucosa,Ileum
ODIWGS13,mefH,OD2,Mucosa,Ileum
ODIWGS13,acrD,OD2,Mucosa,Ileum
ODIWGS13,tet(Q),OD2,Mucosa,Ileum
ODIWGS13,kdpE,OD2,Mucosa,Ileum
ODIWGS13,Bbif_ileS_MUP,OD2,Mucosa,Ileum
ODIWGS13,sul2,OD2,Mucosa,Ileum
ODIWGS13,abeS,OD2,Mucosa,Ileum
ODIWGS13,Bado_rpoB_RIF,OD2,Mucosa,Ileum
ODIWGS13,baeR,OD2,Mucosa,Ileum
ODIWGS13,AcrF,OD2,Mucosa,Ileum
ODIWGS13,CRP,OD2,Mucosa,Ileum
ODIWGS13,tet(40),OD2,Mucosa,Ileum
ODIWGS13,mdtN,OD2,Mucosa,Ileum
ODIWGS13,leuO,OD2,Mucosa,Ileum
ODIWGS13,tet(O/W/32/O),OD2,Mucosa,Ileum
ODIWGS13,YojI,OD2,Mucosa,Ileum
ODIWGS13,acrB,OD2,Mucosa,Ileum
ODIWGS13,tet(O),OD2,Mucosa,Ileum
ODIWGS13,mdtA,OD2,Mucosa,Ileum
ODIWGS13,baeS,OD2,Mucosa,Ileum
ODIWGS13,H-NS,OD2,Mucosa,Ileum
ODIWGS14,tet(M),OD8,Lumen,DescendingColon
ODIWGS14,mdtO,OD8,Lumen,DescendingColon
ODIWGS14,mdtB,OD8,Lumen,DescendingColon
ODIWGS14,CblA-1,OD8,Lumen,DescendingColon
ODIWGS14,mel,OD8,Lumen,DescendingColon
ODIWGS14,vanS_in_vanA_cl,OD8,Lumen,DescendingColon
ODIWGS14,vanV_in_vanB_cl,OD8,Lumen,DescendingColon
ODIWGS14,tet(Y),OD8,Lumen,DescendingColon
ODIWGS14,mdtE,OD8,Lumen,DescendingColon
ODIWGS14,aadS,OD8,Lumen,DescendingColon
ODIWGS14,nimK,OD8,Lumen,DescendingColon
ODIWGS14,mdeA,OD8,Lumen,DescendingColon
ODIWGS14,qacL,OD8,Lumen,DescendingColon
ODIWGS14,mdtF,OD8,Lumen,DescendingColon
ODIWGS14,cpxA,OD8,Lumen,DescendingColon
ODIWGS14,ugd,OD8,Lumen,DescendingColon
ODIWGS14,mgrA,OD8,Lumen,DescendingColon
ODIWGS14,tet(W/N/W),OD8,Lumen,DescendingColon
ODIWGS14,efmA,OD8,Lumen,DescendingColon
ODIWGS14,tet(W),OD8,Lumen,DescendingColon
ODIWGS14,Ecol_mdfA,OD8,Lumen,DescendingColon
ODIWGS14,Mef(En2),OD8,Lumen,DescendingColon
ODIWGS14,tetB(46),OD8,Lumen,DescendingColon
ODIWGS14,tet(37),OD8,Lumen,DescendingColon
ODIWGS14,mefH,OD8,Lumen,DescendingColon
ODIWGS14,acrD,OD8,Lumen,DescendingColon
ODIWGS14,tet(Q),OD8,Lumen,DescendingColon
ODIWGS14,kdpE,OD8,Lumen,DescendingColon
ODIWGS14,Bbif_ileS_MUP,OD8,Lumen,DescendingColon
ODIWGS14,eptA,OD8,Lumen,DescendingColon
ODIWGS14,sul2,OD8,Lumen,DescendingColon
ODIWGS14,abeS,OD8,Lumen,DescendingColon
ODIWGS14,dfrF,OD8,Lumen,DescendingColon
ODIWGS14,tet(O/W),OD8,Lumen,DescendingColon
ODIWGS14,Bado_rpoB_RIF,OD8,Lumen,DescendingColon
ODIWGS14,AcrF,OD8,Lumen,DescendingColon
ODIWGS14,CRP,OD8,Lumen,DescendingColon
ODIWGS14,tetB(P),OD8,Lumen,DescendingColon
ODIWGS14,emrY,OD8,Lumen,DescendingColon
ODIWGS14,tet(32),OD8,Lumen,DescendingColon
ODIWGS14,APH(6)-Id,OD8,Lumen,DescendingColon
ODIWGS14,tet(40),OD8,Lumen,DescendingColon
ODIWGS14,mdtG,OD8,Lumen,DescendingColon
ODIWGS14,Ecol_acrA,OD8,Lumen,DescendingColon
ODIWGS14,emeA,OD8,Lumen,DescendingColon
ODIWGS14,lsaC,OD8,Lumen,DescendingColon
ODIWGS14,mdtN,OD8,Lumen,DescendingColon
ODIWGS14,leuO,OD8,Lumen,DescendingColon
ODIWGS14,vanU_in_vanG_cl,OD8,Lumen,DescendingColon
ODIWGS14,evgS,OD8,Lumen,DescendingColon
ODIWGS14,vanY_in_vanA_cl,OD8,Lumen,DescendingColon
ODIWGS14,SAT-4,OD8,Lumen,DescendingColon
ODIWGS14,tet(O/W/32/O),OD8,Lumen,DescendingColon
ODIWGS14,tet(X),OD8,Lumen,DescendingColon
ODIWGS14,emrR,OD8,Lumen,DescendingColon
ODIWGS14,vanZ_in_vanA_cl,OD8,Lumen,DescendingColon
ODIWGS14,vanA,OD8,Lumen,DescendingColon
ODIWGS14,tet(X1),OD8,Lumen,DescendingColon
ODIWGS14,mecA,OD8,Lumen,DescendingColon
ODIWGS14,tetA(46),OD8,Lumen,DescendingColon
ODIWGS14,YojI,OD8,Lumen,DescendingColon
ODIWGS14,msrA,OD8,Lumen,DescendingColon
ODIWGS14,mecR1,OD8,Lumen,DescendingColon
ODIWGS14,bacA,OD8,Lumen,DescendingColon
ODIWGS14,acrB,OD8,Lumen,DescendingColon
ODIWGS14,AAC(6')-Ii,OD8,Lumen,DescendingColon
ODIWGS14,rsmA,OD8,Lumen,DescendingColon
ODIWGS14,tet(O),OD8,Lumen,DescendingColon
ODIWGS14,AcrE,OD8,Lumen,DescendingColon
ODIWGS14,APH(3')-IIIa,OD8,Lumen,DescendingColon
ODIWGS14,RbpA,OD8,Lumen,DescendingColon
ODIWGS14,vanR_in_vanA_cl,OD8,Lumen,DescendingColon
ODIWGS14,mepA,OD8,Lumen,DescendingColon
ODIWGS14,tet(O/32/O),OD8,Lumen,DescendingColon
ODIWGS14,mphA,OD8,Lumen,DescendingColon
ODIWGS14,YajC,OD8,Lumen,DescendingColon
ODIWGS14,sdrM,OD8,Lumen,DescendingColon
ODIWGS14,vanH_in_vanA_cl,OD8,Lumen,DescendingColon
ODIWGS14,H-NS,OD8,Lumen,DescendingColon
ODIWGS14,ErmX,OD8,Lumen,DescendingColon
ODIWGS15,mel,OD1,Mucosa,Ileum
ODIWGS15,ANT(4')-Ib,OD1,Mucosa,Ileum
ODIWGS16,eptB,OD2,Mucosa,AscendingColon
ODIWGS16,aadS,OD2,Mucosa,AscendingColon
ODIWGS16,tet(X5),OD2,Mucosa,AscendingColon
ODIWGS16,LptD,OD2,Mucosa,AscendingColon
ODIWGS16,Kpne_OmpK37,OD2,Mucosa,AscendingColon
ODIWGS16,tet(W),OD2,Mucosa,AscendingColon
ODIWGS16,Mef(En2),OD2,Mucosa,AscendingColon
ODIWGS16,tet(37),OD2,Mucosa,AscendingColon
ODIWGS16,tet(Q),OD2,Mucosa,AscendingColon
ODIWGS16,OmpA,OD2,Mucosa,AscendingColon
ODIWGS16,Kpne_KpnG,OD2,Mucosa,AscendingColon
ODIWGS16,oqxA,OD2,Mucosa,AscendingColon
ODIWGS16,Kpne_acrA,OD2,Mucosa,AscendingColon
ODIWGS16,CfxA2,OD2,Mucosa,AscendingColon
ODIWGS16,tet(X),OD2,Mucosa,AscendingColon
ODIWGS16,tet(X1),OD2,Mucosa,AscendingColon
ODIWGS16,tet(O),OD2,Mucosa,AscendingColon
ODIWGS16,ArnT,OD2,Mucosa,AscendingColon
ODIWGS16,oqxB,OD2,Mucosa,AscendingColon
ODIWGS17,Mrx,OD5,Lumen,AscendingColon
ODIWGS18,tet(M),OD5,Mucosa,DescendingColon
ODIWGS18,mel,OD5,Mucosa,DescendingColon
ODIWGS18,emrB,OD5,Mucosa,DescendingColon
ODIWGS18,TolC,OD5,Mucosa,DescendingColon
ODIWGS18,mdtF,OD5,Mucosa,DescendingColon
ODIWGS18,tet(O/M/O),OD5,Mucosa,DescendingColon
ODIWGS18,tet(W/N/W),OD5,Mucosa,DescendingColon
ODIWGS18,tet(W),OD5,Mucosa,DescendingColon
ODIWGS18,LlmA_23S_CLI,OD5,Mucosa,DescendingColon
ODIWGS18,tet(37),OD5,Mucosa,DescendingColon
ODIWGS18,mefH,OD5,Mucosa,DescendingColon
ODIWGS18,tet(Q),OD5,Mucosa,DescendingColon
ODIWGS18,Bbif_ileS_MUP,OD5,Mucosa,DescendingColon
ODIWGS18,lnuC,OD5,Mucosa,DescendingColon
ODIWGS18,Paer_emrE,OD5,Mucosa,DescendingColon
ODIWGS18,OmpA,OD5,Mucosa,DescendingColon
ODIWGS18,abeS,OD5,Mucosa,DescendingColon
ODIWGS18,dfrF,OD5,Mucosa,DescendingColon
ODIWGS18,tet(O/W),OD5,Mucosa,DescendingColon
ODIWGS18,Bado_rpoB_RIF,OD5,Mucosa,DescendingColon
ODIWGS18,tetB(P),OD5,Mucosa,DescendingColon
